#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Сколько всего о тебе говорят, Только всё это напрасно, Где снегопад, ну а где звездопад, Сам я смогу разобраться.
1-1	0-7	Сколько	интерес[1]	
1-2	8-13	всего	интерес[1]	
1-3	14-15	о	интерес[1]	
1-4	16-20	тебе	интерес[1]	
1-5	21-28	говорят	интерес[1]	
1-6	28-29	,	_	
1-7	30-36	Только	неудовольствие[2]	
1-8	37-40	всё	неудовольствие[2]	
1-9	41-44	это	неудовольствие[2]	
1-10	45-53	напрасно	неудовольствие[2]	
1-11	53-54	,	_	
1-12	55-58	Где	принятие[3]	
1-13	59-67	снегопад	принятие[3]	
1-14	67-68	,	принятие[3]	
1-15	69-71	ну	принятие[3]	
1-16	72-73	а	принятие[3]	
1-17	74-77	где	принятие[3]	
1-18	78-87	звездопад	принятие[3]	
1-19	87-88	,	принятие[3]	
1-20	89-92	Сам	принятие[3]	
1-21	93-94	я	принятие[3]	
1-22	95-100	смогу	принятие[3]	
1-23	101-112	разобраться	принятие[3]	
1-24	112-113	.	_	

#Text=Мне ведь совсем незачем знать Всё, что с тобой было раньше, Раз ты меня научила летать, Значит, не может быть фальши.
2-1	114-117	Мне	принятие[4]	
2-2	118-122	ведь	принятие[4]	
2-3	123-129	совсем	принятие[4]	
2-4	130-137	незачем	принятие[4]	
2-5	138-143	знать	принятие[4]	
2-6	144-147	Всё	принятие[4]	
2-7	147-148	,	принятие[4]	
2-8	149-152	что	принятие[4]	
2-9	153-154	с	принятие[4]	
2-10	155-160	тобой	принятие[4]	
2-11	161-165	было	принятие[4]	
2-12	166-172	раньше	принятие[4]	
2-13	172-173	,	_	
2-14	174-177	Раз	доверие[5]	
2-15	178-180	ты	доверие[5]	
2-16	181-185	меня	доверие[5]	
2-17	186-193	научила	доверие[5]	
2-18	194-200	летать	доверие[5]	
2-19	200-201	,	доверие[5]	
2-20	202-208	Значит	доверие[5]	
2-21	208-209	,	доверие[5]	
2-22	210-212	не	доверие[5]	
2-23	213-218	может	доверие[5]	
2-24	219-223	быть	доверие[5]	
2-25	224-230	фальши	доверие[5]	
2-26	230-231	.	_	

#Text=Ты не ангел, но для меня, Но для меня ты стала святой, Ты не ангел, но видел я, Но видел я твой свет неземной.
3-1	232-234	Ты	восхищение[6]	
3-2	235-237	не	восхищение[6]	
3-3	238-243	ангел	восхищение[6]	
3-4	243-244	,	восхищение[6]	
3-5	245-247	но	восхищение[6]	
3-6	248-251	для	восхищение[6]	
3-7	252-256	меня	восхищение[6]	
3-8	256-257	,	восхищение[6]	
3-9	258-260	Но	восхищение[6]	
3-10	261-264	для	восхищение[6]	
3-11	265-269	меня	восхищение[6]	
3-12	270-272	ты	восхищение[6]	
3-13	273-278	стала	восхищение[6]	
3-14	279-285	святой	восхищение[6]	
3-15	285-286	,	_	
3-16	287-289	Ты	восторг[7]	
3-17	290-292	не	восторг[7]	
3-18	293-298	ангел	восторг[7]	
3-19	298-299	,	восторг[7]	
3-20	300-302	но	восторг[7]	
3-21	303-308	видел	восторг[7]	
3-22	309-310	я	восторг[7]	
3-23	310-311	,	восторг[7]	
3-24	312-314	Но	восторг[7]	
3-25	315-320	видел	восторг[7]	
3-26	321-322	я	восторг[7]	
3-27	323-327	твой	восторг[7]	
3-28	328-332	свет	восторг[7]	
3-29	333-341	неземной	восторг[7]	
3-30	341-342	.	_	

#Text=Пусть не ангел ты, но если мне темно, Приносишь ты счастливую весть, Пусть не ангел ты, мне это всё равно, Ведь для меня сошла ты с небес.
4-1	343-348	Пусть	доверие[8]	
4-2	349-351	не	доверие[8]	
4-3	352-357	ангел	доверие[8]	
4-4	358-360	ты	доверие[8]	
4-5	360-361	,	доверие[8]	
4-6	362-364	но	доверие[8]	
4-7	365-369	если	доверие[8]	
4-8	370-373	мне	доверие[8]	
4-9	374-379	темно	доверие[8]	
4-10	379-380	,	доверие[8]	
4-11	381-390	Приносишь	доверие[8]	
4-12	391-393	ты	доверие[8]	
4-13	394-404	счастливую	доверие[8]	
4-14	405-410	весть	доверие[8]	
4-15	410-411	,	_	
4-16	412-417	Пусть	принятие[9]	
