#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=webanno.custom.GuitarEntity|bridge_type|component_id|control_type|guitar_id|pickup_type|position|value
#T_SP=webanno.custom.Paragraph|kind
#T_RL=webanno.custom.HasPart|value|BT_webanno.custom.GuitarEntity


#Text=Reverend Six Gun HPP
#Text=
#Text=Reverend Six Gun HPP — электрогитара с тремя звукоснимателями.
1-1	0-8	Reverend	*	PROPN	*[1]	*[1]	*[1]	GTR001[1]	*[1]	*[1]	GUITAR[1]	heading[13]	_	_	
1-2	9-12	Six	*	NUM	*[1]	*[1]	*[1]	GTR001[1]	*[1]	*[1]	GUITAR[1]	heading[13]	_	_	
1-3	13-16	Gun	*	PROPN	*[1]	*[1]	*[1]	GTR001[1]	*[1]	*[1]	GUITAR[1]	heading[13]	_	_	
1-4	17-20	HPP	*	PROPN	*[1]	*[1]	*[1]	GTR001[1]	*[1]	*[1]	GUITAR[1]	heading[13]	_	_	
1-5	22-30	Reverend	*	PROPN	*[2]	*[2]	*[2]	GTR001[2]	*[2]	*[2]	GUITAR[2]	body[14]	_	_	
1-6	31-34	Six	*	NUM	*[2]	*[2]	*[2]	GTR001[2]	*[2]	*[2]	GUITAR[2]	body[14]	_	_	
1-7	35-38	Gun	*	PROPN	*[2]	*[2]	*[2]	GTR001[2]	*[2]	*[2]	GUITAR[2]	body[14]	_	_	
1-8	39-42	HPP	*	PROPN	*[2]	*[2]	*[2]	GTR001[2]	*[2]	*[2]	GUITAR[2]	body[14]	_	_	
1-9	43-44	—	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	
1-10	45-58	электрогитара	*	NOUN	_	_	_	_	_	_	_	body[14]	_	_	
1-11	59-60	с	*	ADP	_	_	_	_	_	_	_	body[14]	_	_	
1-12	61-66	тремя	*	NUM	*[3]	GTR001\_PICKUP\_group\_all[3]	*[3]	*[3]	unknown[3]	unknown[3]	PICKUP[3]	body[14]	HAS\_PART	1-5[2_3]	
1-13	67-83	звукоснимателями	*	NOUN	*[3]	GTR001\_PICKUP\_group\_all[3]	*[3]	*[3]	unknown[3]	unknown[3]	PICKUP[3]	body[14]	_	_	
1-14	83-84	.	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	

#Text=У бриджа установлен хамбакер HA5, а в средней и нековой позициях находятся два P-90 модели 9A5.
2-1	85-86	У	*	ADP	_	_	_	_	_	_	_	body[14]	_	_	
2-2	87-93	бриджа	*	NOUN	vibrato	GTR001\_BRIDGE\_01	*	*	*	*	BRIDGE	body[14]	HAS\_PART	1-5[2_0]	
2-3	94-104	установлен	*	VERB	_	_	_	_	_	_	_	body[14]	_	_	
2-4	105-113	хамбакер	*	NOUN	*[4]	GTR001\_PICKUP\_bridge[4]	*[4]	*[4]	humbucker[4]	bridge[4]	PICKUP[4]	body[14]	HAS\_PART	1-5[2_4]	
2-5	114-117	HA5	*	PROPN	*[4]	GTR001\_PICKUP\_bridge[4]	*[4]	*[4]	humbucker[4]	bridge[4]	PICKUP[4]	body[14]	_	_	
2-6	117-118	,	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	
2-7	119-120	а	*	CCONJ	_	_	_	_	_	_	_	body[14]	_	_	
2-8	121-122	в	*	ADP	_	_	_	_	_	_	_	body[14]	_	_	
2-9	123-130	средней	*	ADJ	_	_	_	_	_	_	_	body[14]	_	_	
2-10	131-132	и	*	CCONJ	_	_	_	_	_	_	_	body[14]	_	_	
2-11	133-140	нековой	*	ADJ	_	_	_	_	_	_	_	body[14]	_	_	
2-12	141-149	позициях	*	NOUN	_	_	_	_	_	_	_	body[14]	_	_	
2-13	150-159	находятся	*	VERB	_	_	_	_	_	_	_	body[14]	_	_	
2-14	160-163	два	*	NUM	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	HAS\_PART	1-5[2_5]	
2-15	164-165	P	*	NOUN	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	_	_	
2-16	165-166	-	*	PUNCT	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	_	_	
2-17	166-168	90	*	NUM	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	_	_	
2-18	169-175	модели	*	NOUN	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	_	_	
2-19	176-179	9A5	*	PROPN	*[5]	GTR001\_PICKUP\_group\_middle\_neck[5]	*[5]	*[5]	p90[5]	unknown[5]	PICKUP[5]	body[14]	_	_	
2-20	179-180	.	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	

#Text=Пятипозиционный переключатель позволяет выбирать отдельные датчики и их сочетания.
3-1	181-196	Пятипозиционный	*	ADJ	*[6]	GTR001\_CONTROL\_01[6]	selector[6]	*[6]	*[6]	*[6]	CONTROL[6]	body[14]	HAS\_PART	1-5[2_6]	
3-2	197-210	переключатель	*	NOUN	*[6]	GTR001\_CONTROL\_01[6]	selector[6]	*[6]	*[6]	*[6]	CONTROL[6]	body[14]	_	_	
3-3	211-220	позволяет	*	VERB	_	_	_	_	_	_	_	body[14]	_	_	
3-4	221-229	выбирать	*	VERB	_	_	_	_	_	_	_	body[14]	_	_	
3-5	230-239	отдельные	*	ADJ	*[7]	GTR001\_PICKUP\_group\_all[7]	*[7]	*[7]	unknown[7]	unknown[7]	PICKUP[7]	body[14]	HAS\_PART	1-5[2_7]	
3-6	240-247	датчики	*	NOUN	*[7]	GTR001\_PICKUP\_group\_all[7]	*[7]	*[7]	unknown[7]	unknown[7]	PICKUP[7]	body[14]	_	_	
3-7	248-249	и	*	CCONJ	_	_	_	_	_	_	_	body[14]	_	_	
3-8	250-252	их	*	DET	_	_	_	_	_	_	_	body[14]	_	_	
3-9	253-262	сочетания	*	NOUN	_	_	_	_	_	_	_	body[14]	_	_	
3-10	262-263	.	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	

#Text=Кроме общей громкости и тембра, предусмотрен регулятор Bass Contour, уменьшающий низкие частоты.
4-1	264-269	Кроме	*	ADP	_	_	_	_	_	_	_	body[14]	_	_	
4-2	270-275	общей	*	ADJ	_	_	_	_	_	_	_	body[14]	_	_	
4-3	276-285	громкости	*	NOUN	*	GTR001\_CONTROL\_02	volume	*	*	*	CONTROL	body[14]	HAS\_PART	1-5[2_0]	
4-4	286-287	и	*	CCONJ	_	_	_	_	_	_	_	body[14]	_	_	
4-5	288-294	тембра	*	NOUN	*	GTR001\_CONTROL\_03	tone	*	*	*	CONTROL	body[14]	HAS\_PART	1-5[2_0]	
4-6	294-295	,	*	PUNCT	_	_	_	_	_	_	_	body[14]	_	_	
4-7	296-308	предусмотрен	*	VERB	_	_	_	_	_	_	_	body[14]	_	_	
4-8	309-318	регулятор	*	NOUN	*[8]	GTR001\_CONTROL\_04[8]	bass\_contour[8]	*[8]	*[8]	*[8]	CONTROL[8]	body[14]	HAS\_PART	1-5[2_8]	
4-9	319-323	Bass	*	PROPN	*[8]	GTR001\_CONTROL\_04[8]	bass\_contour[8]	*[8]	*[8]	*[8]	CONTROL[8]	body[14]	_	_	
4-10	324-331	Contour	*	PROPN	*[8]	GTR001\_CONTROL\_04[8]	bass\_contour[8]	*[8]	*[8]	*[8]	CONTROL[8]	body[14]	_	_	
