#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=webanno.custom.GuitarEntity|bridge_type|component_id|control_type|guitar_id|pickup_type|position|value
#T_SP=webanno.custom.Paragraph|kind
#T_RL=webanno.custom.HasPart|value|BT_webanno.custom.GuitarEntity


#Text=Squier Contemporary Jaguar HH-ST
#Text=
#Text=Squier Contemporary Jaguar HH-ST оснащена двумя хамбакерами SQR.
1-1	0-6	Squier	*	PROPN	*[1]	*[1]	*[1]	GTR003[1]	*[1]	*[1]	GUITAR[1]	heading[12]	_	_	
1-2	7-19	Contemporary	*	PROPN	*[1]	*[1]	*[1]	GTR003[1]	*[1]	*[1]	GUITAR[1]	heading[12]	_	_	
1-3	20-26	Jaguar	*	PROPN	*[1]	*[1]	*[1]	GTR003[1]	*[1]	*[1]	GUITAR[1]	heading[12]	_	_	
1-4	27-32	HH-ST	*	PROPN	*[1]	*[1]	*[1]	GTR003[1]	*[1]	*[1]	GUITAR[1]	heading[12]	_	_	
1-5	34-40	Squier	*	PROPN	*[2]	*[2]	*[2]	GTR003[2]	*[2]	*[2]	GUITAR[2]	body[13]	_	_	
1-6	41-53	Contemporary	*	PROPN	*[2]	*[2]	*[2]	GTR003[2]	*[2]	*[2]	GUITAR[2]	body[13]	_	_	
1-7	54-60	Jaguar	*	PROPN	*[2]	*[2]	*[2]	GTR003[2]	*[2]	*[2]	GUITAR[2]	body[13]	_	_	
1-8	61-66	HH-ST	*	PROPN	*[2]	*[2]	*[2]	GTR003[2]	*[2]	*[2]	GUITAR[2]	body[13]	_	_	
1-9	67-75	оснащена	*	VERB	_	_	_	_	_	_	_	body[13]	_	_	
1-10	76-81	двумя	*	NUM	*[3]	GTR003\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[13]	HAS\_PART	1-5[2_3]	
1-11	82-93	хамбакерами	*	NOUN	*[3]	GTR003\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[13]	_	_	
1-12	94-97	SQR	*	PROPN	*[3]	GTR003\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[13]	_	_	
