#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=webanno.custom.GuitarEntity|bridge_type|component_id|control_type|guitar_id|pickup_type|position|value
#T_SP=webanno.custom.Paragraph|kind
#T_RL=webanno.custom.HasPart|value|BT_webanno.custom.GuitarEntity


#Text=Harmony Comet
#Text=
#Text=Harmony Comet — полуакустическая электрогитара с двумя хамбакерами, оформленными крышками типа gold-foil.
1-1	0-7	Harmony	*	PROPN	*[1]	*[1]	*[1]	GTR002[1]	*[1]	*[1]	GUITAR[1]	heading[9]	_	_	
1-2	8-13	Comet	*	PROPN	*[1]	*[1]	*[1]	GTR002[1]	*[1]	*[1]	GUITAR[1]	heading[9]	_	_	
1-3	15-22	Harmony	*	PROPN	*[2]	*[2]	*[2]	GTR002[2]	*[2]	*[2]	GUITAR[2]	body[10]	_	_	
1-4	23-28	Comet	*	PROPN	*[2]	*[2]	*[2]	GTR002[2]	*[2]	*[2]	GUITAR[2]	body[10]	_	_	
1-5	29-30	—	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
1-6	31-47	полуакустическая	*	ADJ	_	_	_	_	_	_	_	body[10]	_	_	
1-7	48-61	электрогитара	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
1-8	62-63	с	*	ADP	_	_	_	_	_	_	_	body[10]	_	_	
1-9	64-69	двумя	*	NUM	*[3]	GTR002\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[10]	HAS\_PART	1-3[2_3]	
1-10	70-81	хамбакерами	*	NOUN	*[3]	GTR002\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[10]	_	_	
1-11	81-82	,	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
1-12	83-95	оформленными	*	VERB	_	_	_	_	_	_	_	body[10]	_	_	
1-13	96-104	крышками	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
1-14	105-109	типа	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
1-15	110-119	gold-foil	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
1-16	119-120	.	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	

#Text=Слово gold-foil описывает их оформление и не означает, что перед нами обычные синглы.
2-1	121-126	Слово	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
2-2	127-136	gold-foil	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
2-3	137-146	описывает	*	VERB	_	_	_	_	_	_	_	body[10]	_	_	
2-4	147-149	их	*	DET	_	_	_	_	_	_	_	body[10]	_	_	
2-5	150-160	оформление	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
2-6	161-162	и	*	CCONJ	_	_	_	_	_	_	_	body[10]	_	_	
2-7	163-165	не	*	PART	_	_	_	_	_	_	_	body[10]	_	_	
2-8	166-174	означает	*	VERB	_	_	_	_	_	_	_	body[10]	_	_	
2-9	174-175	,	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
2-10	176-179	что	*	SCONJ	_	_	_	_	_	_	_	body[10]	_	_	
2-11	180-185	перед	*	ADP	_	_	_	_	_	_	_	body[10]	_	_	
2-12	186-190	нами	*	PRON	_	_	_	_	_	_	_	body[10]	_	_	
2-13	191-198	обычные	*	ADJ	_	_	_	_	_	_	_	body[10]	_	_	
2-14	199-205	синглы	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
2-15	205-206	.	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	

#Text=На фотографии представлен инструмент в окраске sunburst.
3-1	207-209	На	*	ADP	_	_	_	_	_	_	_	body[10]	_	_	
3-2	210-220	фотографии	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
3-3	221-232	представлен	*	VERB	_	_	_	_	_	_	_	body[10]	_	_	
3-4	233-243	инструмент	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
3-5	244-245	в	*	ADP	_	_	_	_	_	_	_	body[10]	_	_	
3-6	246-253	окраске	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
3-7	254-262	sunburst	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
3-8	262-263	.	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	

#Text=Видны два звукоснимателя, бридж, струнодержатель, органы управления и резонаторные отверстия корпуса.
4-1	264-269	Видны	*	ADJ	_	_	_	_	_	_	_	body[10]	_	_	
4-2	270-273	два	*	NUM	*[4]	GTR002\_PICKUP\_group\_all[4]	*[4]	*[4]	humbucker[4]	unknown[4]	PICKUP[4]	body[10]	HAS\_PART	1-3[2_4]	
4-3	274-288	звукоснимателя	*	NOUN	*[4]	GTR002\_PICKUP\_group\_all[4]	*[4]	*[4]	humbucker[4]	unknown[4]	PICKUP[4]	body[10]	_	_	
4-4	288-289	,	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
4-5	290-295	бридж	*	NOUN	unknown	GTR002\_BRIDGE\_01	*	*	*	*	BRIDGE	body[10]	HAS\_PART	1-3[2_0]	
4-6	295-296	,	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
4-7	297-312	струнодержатель	*	NOUN	_	_	_	_	_	_	_	body[10]	_	_	
4-8	312-313	,	*	PUNCT	_	_	_	_	_	_	_	body[10]	_	_	
4-9	314-320	органы	*	NOUN	*[5]	GTR002\_CONTROL\_group\_all[5]	unknown[5]	*[5]	*[5]	*[5]	CONTROL[5]	body[10]	HAS\_PART	1-3[2_5]	
4-10	321-331	управления	*	NOUN	*[5]	GTR002\_CONTROL\_group\_all[5]	unknown[5]	*[5]	*[5]	*[5]	CONTROL[5]	body[10]	_	_	
4-11	332-333	и	*	CCONJ	_	_	_	_	_	_	_	body[10]	_	_	
