#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=webanno.custom.GuitarEntity|bridge_type|component_id|control_type|guitar_id|pickup_type|position|value
#T_SP=webanno.custom.Paragraph|kind
#T_RL=webanno.custom.HasPart|value|BT_webanno.custom.GuitarEntity


#Text=Reverend Flatroc Bigsby
#Text=
#Text=Reverend Flatroc Bigsby оснащена двумя звукоснимателями Retroblast.
1-1	0-8	Reverend	*	PROPN	*[1]	*[1]	*[1]	GTR008[1]	*[1]	*[1]	GUITAR[1]	heading[10]	_	_	
1-2	9-16	Flatroc	*	PROPN	*[1]	*[1]	*[1]	GTR008[1]	*[1]	*[1]	GUITAR[1]	heading[10]	_	_	
1-3	17-23	Bigsby	*	PROPN	*[1]	*[1]	*[1]	GTR008[1]	*[1]	*[1]	GUITAR[1]	heading[10]	_	_	
1-4	25-33	Reverend	*	PROPN	*[2]	*[2]	*[2]	GTR008[2]	*[2]	*[2]	GUITAR[2]	body[11]	_	_	
1-5	34-41	Flatroc	*	PROPN	*[2]	*[2]	*[2]	GTR008[2]	*[2]	*[2]	GUITAR[2]	body[11]	_	_	
1-6	42-48	Bigsby	*	PROPN	*[2]	*[2]	*[2]	GTR008[2]	*[2]	*[2]	GUITAR[2]	body[11]	_	_	
1-7	49-57	оснащена	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
1-8	58-63	двумя	*	NUM	*[3]	GTR008\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[11]	HAS\_PART	1-4[2_3]	
1-9	64-80	звукоснимателями	*	NOUN	*[3]	GTR008\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[11]	_	_	
1-10	81-91	Retroblast	*	PROPN	*[3]	GTR008\_PICKUP\_group\_all[3]	*[3]	*[3]	humbucker[3]	unknown[3]	PICKUP[3]	body[11]	_	_	
1-11	91-92	.	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	

#Text=Производитель относит их к мини-хамбакерам.
2-1	93-106	Производитель	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
2-2	107-114	относит	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
2-3	115-117	их	*	PRON	_	_	_	_	_	_	_	body[11]	_	_	
2-4	118-119	к	*	ADP	_	_	_	_	_	_	_	body[11]	_	_	
2-5	120-135	мини-хамбакерам	*	NOUN	*	GTR008\_PICKUP\_group\_all	*	*	humbucker	unknown	PICKUP	body[11]	HAS\_PART	1-4[2_0]	
2-6	135-136	.	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	

#Text=Помимо обычных органов управления, предусмотрен Bass Contour, позволяющий уменьшать низкие частоты.
3-1	137-143	Помимо	*	ADP	_	_	_	_	_	_	_	body[11]	_	_	
3-2	144-151	обычных	*	ADJ	*[4]	GTR008\_CONTROL\_group\_standard[4]	unknown[4]	*[4]	*[4]	*[4]	CONTROL[4]	body[11]	HAS\_PART	1-4[2_4]	
3-3	152-159	органов	*	NOUN	*[4]	GTR008\_CONTROL\_group\_standard[4]	unknown[4]	*[4]	*[4]	*[4]	CONTROL[4]	body[11]	_	_	
3-4	160-170	управления	*	NOUN	*[4]	GTR008\_CONTROL\_group\_standard[4]	unknown[4]	*[4]	*[4]	*[4]	CONTROL[4]	body[11]	_	_	
3-5	170-171	,	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	
3-6	172-184	предусмотрен	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
3-7	185-189	Bass	*	PROPN	*[5]	GTR008\_CONTROL\_01[5]	bass\_contour[5]	*[5]	*[5]	*[5]	CONTROL[5]	body[11]	HAS\_PART	1-4[2_5]	
3-8	190-197	Contour	*	PROPN	*[5]	GTR008\_CONTROL\_01[5]	bass\_contour[5]	*[5]	*[5]	*[5]	CONTROL[5]	body[11]	_	_	
3-9	197-198	,	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	
3-10	199-210	позволяющий	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
3-11	211-220	уменьшать	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
3-12	221-227	низкие	*	ADJ	_	_	_	_	_	_	_	body[11]	_	_	
3-13	228-235	частоты	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
3-14	235-236	.	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	

#Text=Система Bigsby изменяет натяжение струн для получения вибрато.
4-1	237-244	Система	*	NOUN	vibrato[6]	GTR008\_BRIDGE\_02[6]	*[6]	*[6]	*[6]	*[6]	BRIDGE[6]	body[11]	HAS\_PART	1-4[2_6]	
4-2	245-251	Bigsby	*	PROPN	vibrato[6]	GTR008\_BRIDGE\_02[6]	*[6]	*[6]	*[6]	*[6]	BRIDGE[6]	body[11]	_	_	
4-3	252-260	изменяет	*	VERB	_	_	_	_	_	_	_	body[11]	_	_	
4-4	261-270	натяжение	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
4-5	271-276	струн	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
4-6	277-280	для	*	ADP	_	_	_	_	_	_	_	body[11]	_	_	
4-7	281-290	получения	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
4-8	291-298	вибрато	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
4-9	298-299	.	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	

#Text=На фотографии видны оба датчика, узел бриджа и вибрато, три ручки и переключатель.
5-1	300-302	На	*	ADP	_	_	_	_	_	_	_	body[11]	_	_	
5-2	303-313	фотографии	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
5-3	314-319	видны	*	ADJ	_	_	_	_	_	_	_	body[11]	_	_	
5-4	320-323	оба	*	NUM	*[7]	GTR008\_PICKUP\_group\_all[7]	*[7]	*[7]	humbucker[7]	unknown[7]	PICKUP[7]	body[11]	HAS\_PART	1-4[2_7]	
5-5	324-331	датчика	*	NOUN	*[7]	GTR008\_PICKUP\_group\_all[7]	*[7]	*[7]	humbucker[7]	unknown[7]	PICKUP[7]	body[11]	_	_	
5-6	331-332	,	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	
5-7	333-337	узел	*	NOUN	unknown[8]	GTR008\_BRIDGE\_01[8]	*[8]	*[8]	*[8]	*[8]	BRIDGE[8]	body[11]	HAS\_PART	1-4[2_8]	
5-8	338-344	бриджа	*	NOUN	unknown[8]	GTR008\_BRIDGE\_01[8]	*[8]	*[8]	*[8]	*[8]	BRIDGE[8]	body[11]	_	_	
5-9	345-346	и	*	CCONJ	_	_	_	_	_	_	_	body[11]	_	_	
5-10	347-354	вибрато	*	NOUN	vibrato	GTR008\_BRIDGE\_02	*	*	*	*	BRIDGE	body[11]	HAS\_PART	1-4[2_0]	
5-11	354-355	,	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	
5-12	356-359	три	*	NUM	*[9]	GTR008\_CONTROL\_group\_knobs[9]	unknown[9]	*[9]	*[9]	*[9]	CONTROL[9]	body[11]	HAS\_PART	1-4[2_9]	
5-13	360-365	ручки	*	NOUN	*[9]	GTR008\_CONTROL\_group\_knobs[9]	unknown[9]	*[9]	*[9]	*[9]	CONTROL[9]	body[11]	_	_	
5-14	366-367	и	*	CCONJ	_	_	_	_	_	_	_	body[11]	_	_	
5-15	368-381	переключатель	*	NOUN	*	GTR008\_CONTROL\_02	selector	*	*	*	CONTROL	body[11]	HAS\_PART	1-4[2_0]	
5-16	381-382	.	*	PUNCT	_	_	_	_	_	_	_	body[11]	_	_	

#Text=Внешнее сходство этих деталей с элементами других марок не означает совпадения их устройства или звучания.
6-1	383-390	Внешнее	*	ADJ	_	_	_	_	_	_	_	body[11]	_	_	
6-2	391-399	сходство	*	NOUN	_	_	_	_	_	_	_	body[11]	_	_	
6-3	400-404	этих	*	DET	_	_	_	_	_	_	_	body[11]	_	_	
