#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Ночь и тишина, данная на век, Дождь, а может быть падает снег, Все равно, — бесконечно надеждой согрет, Я вдали вижу город, которого нет…   Где легко найти страннику приют, Где, наверняка, помнят и ждут, День за днем, то теряя, то путая след, Я иду в этот город, которого нет…   Там для меня горит очаг, Как вечный знак забытых истин, Мне до него — последний шаг; И этот шаг длиннее жизни…   Кто ответит мне что судьбой дано Пусть об этом знать не суждено Может быть за порогом растраченных лет Я найду этот город, которого нет…
1-1	0-4	Ночь	безмятежность[1]	
1-2	5-6	и	безмятежность[1]	
1-3	6-7	 	безмятежность[1]	
1-4	7-13	тишина	безмятежность[1]	
1-5	13-14	,	безмятежность[1]	
1-6	15-21	данная	безмятежность[1]	
1-7	22-24	на	безмятежность[1]	
1-8	24-25	 	безмятежность[1]	
1-9	25-28	век	безмятежность[1]	
1-10	28-29	,	_	
1-11	30-35	Дождь	трепет[2]	
1-12	35-36	,	трепет[2]	
1-13	37-38	а	трепет[2]	
1-14	38-39	 	трепет[2]	
1-15	39-44	может	трепет[2]	
1-16	45-49	быть	трепет[2]	
1-17	50-56	падает	трепет[2]	
1-18	57-61	снег	трепет[2]	
1-19	61-62	,	_	
1-20	63-66	Все	ожидание[3]	
1-21	67-72	равно	ожидание[3]	
1-22	72-73	,	ожидание[3]	
1-23	73-74	 	ожидание[3]	
1-24	74-75	—	ожидание[3]	
1-25	76-86	бесконечно	ожидание[3]	
1-26	87-95	надеждой	ожидание[3]	
1-27	96-102	согрет	ожидание[3]	
1-28	102-103	,	_	
1-29	104-105	Я	безмятежность[4]	
1-30	105-106	 	безмятежность[4]	
1-31	106-111	вдали	безмятежность[4]	
1-32	112-116	вижу	безмятежность[4]	
1-33	117-122	город	безмятежность[4]	
1-34	122-123	,	_	
1-35	124-132	которого	разочарование[5]	
1-36	133-136	нет	разочарование[5]	
1-37	136-137	…	_	
1-38	138-139	 	_	
1-39	140-143	Где	восхищение[6]	
1-40	144-149	легко	восхищение[6]	
1-41	150-155	найти	восхищение[6]	
1-42	156-165	страннику	восхищение[6]	
1-43	166-171	приют	восхищение[6]	
1-44	171-172	,	_	
1-45	173-176	Где	доверие[7]	
1-46	176-177	,	доверие[7]	
1-47	178-187	наверняка	доверие[7]	
1-48	187-188	,	доверие[7]	
1-49	189-195	помнят	доверие[7]	
1-50	196-197	и	доверие[7]	
1-51	197-198	 	доверие[7]	
1-52	198-202	ждут	доверие[7]	
1-53	202-203	,	_	
1-54	204-208	День	покорность[8]	
1-55	209-211	за	покорность[8]	
1-56	211-212	 	покорность[8]	
1-57	212-216	днем	покорность[8]	
1-58	216-217	,	покорность[8]	
1-59	218-220	то	покорность[8]	
1-60	220-221	 	покорность[8]	
1-61	221-226	теряя	покорность[8]	
1-62	226-227	,	покорность[8]	
1-63	228-230	то	покорность[8]	
1-64	230-231	 	покорность[8]	
1-65	231-236	путая	покорность[8]	
1-66	237-241	след	покорность[8]	
1-67	241-242	,	_	
1-68	243-244	Я	возбуждение[9]	
1-69	245-248	иду	возбуждение[9]	
1-70	249-250	в	возбуждение[9]	
1-71	251-255	этот	возбуждение[9]	
1-72	256-261	город	возбуждение[9]	
1-73	261-262	,	_	
1-74	263-271	которого	разочаровние[10]	
1-75	272-275	нет	разочаровние[10]	
1-76	275-276	…	_	
1-77	277-278	 	_	
1-78	279-282	Там	безмятежность[11]	
1-79	283-286	для	безмятежность[11]	
1-80	287-291	меня	безмятежность[11]	
1-81	292-297	горит	безмятежность[11]	
1-82	298-302	очаг	безмятежность[11]	
1-83	302-303	,	_	
1-84	304-307	Как	принятие[12]	
1-85	308-314	вечный	принятие[12]	
1-86	315-319	знак	принятие[12]	
1-87	320-327	забытых	принятие[12]	
1-88	328-333	истин	принятие[12]	
1-89	333-334	,	_	
1-90	335-338	Мне	трепет[13]	
1-91	339-341	до	трепет[13]	
1-92	342-346	него	трепет[13]	
1-93	347-348	—	трепет[13]	
1-94	349-358	последний	трепет[13]	
1-95	359-362	шаг	трепет[13]	
1-96	362-363	;	_	
1-97	364-365	И	разочарование[14]	
1-98	366-370	этот	разочарование[14]	
1-99	371-374	шаг	разочарование[14]	
1-100	375-382	длиннее	разочарование[14]	
1-101	383-388	жизни	разочарование[14]	
1-102	388-389	…	_	
1-103	390-391	 	_	
1-104	392-395	Кто	интерес[15]	
1-105	396-403	ответит	интерес[15]	
1-106	404-407	мне	интерес[15]	
1-107	408-411	что	интерес[15]	
1-108	412-419	судьбой	интерес[15]	
1-109	420-424	дано	интерес[15]	
1-110	425-430	Пусть	покорность[16]	
1-111	431-433	об	покорность[16]	
1-112	434-438	этом	покорность[16]	
1-113	439-444	знать	покорность[16]	
1-114	445-447	не	покорность[16]	
1-115	448-455	суждено	покорность[16]	
1-116	456-461	Может	печаль[17]	
1-117	462-466	быть	печаль[17]	
1-118	467-469	за	печаль[17]	
1-119	470-477	порогом	печаль[17]	
1-120	478-490	растраченных	печаль[17]	
1-121	491-494	лет	печаль[17]	
1-122	495-496	Я	трепет[18]	
1-123	497-502	найду	трепет[18]	
1-124	503-507	этот	трепет[18]	
1-125	508-513	город	трепет[18]	
1-126	513-514	,	_	
1-127	515-523	которого	печаль[19]	
1-128	524-527	нет	печаль[19]	
1-129	527-528	…	_	
