#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Время в настенных часах.
1-1	0-5	Время	ожидание[1]	
1-2	6-7	в	ожидание[1]	
1-3	8-17	настенных	ожидание[1]	
1-4	18-23	часах	ожидание[1]	
1-5	23-24	.	_	

#Text=Правда в оборванном сне.
2-1	26-32	Правда	разочаровние[2]	
2-2	33-34	в	разочаровние[2]	
2-3	35-45	оборванном	разочаровние[2]	
2-4	46-49	сне	разочаровние[2]	
2-5	49-50	.	_	

#Text=Жизнь на небесах.
3-1	52-57	Жизнь	грусть[3]	
3-2	58-60	на	грусть[3]	
3-3	61-68	небесах	грусть[3]	
3-4	68-69	.	_	

#Text=Жизнь, с крылом на спине.
4-1	71-76	Жизнь	неудовольствие[4]	
4-2	76-77	,	неудовольствие[4]	
4-3	78-79	с	неудовольствие[4]	
4-4	80-86	крылом	неудовольствие[4]	
4-5	87-89	на	неудовольствие[4]	
4-6	90-95	спине	неудовольствие[4]	
4-7	95-96	.	_	

#Text=Невыносимо проста.
5-1	98-108	Невыносимо	принятие[5]	
5-2	109-115	проста	принятие[5]	
5-3	115-116	.	_	

#Text=С вечной тропинкой к себе вдоль крыльев.
6-1	118-119	С	покорность[6]	
6-2	120-126	вечной	покорность[6]	
6-3	127-136	тропинкой	покорность[6]	
6-4	137-138	к	покорность[6]	
6-5	139-143	себе	покорность[6]	
6-6	144-149	вдоль	покорность[6]	
6-7	150-157	крыльев	покорность[6]	
6-8	157-158	.	_	

#Text=Нервно хватает с куста.
7-1	160-166	Нервно	тревога[7]	
7-2	167-174	хватает	тревога[7]	
7-3	175-176	с	тревога[7]	
7-4	177-182	куста	тревога[7]	
7-5	182-183	.	_	

#Text=Слова, словно ягоды, вместе с пылью.
8-1	185-190	Слова	досада[8]	
8-2	190-191	,	досада[8]	
8-3	192-198	словно	досада[8]	
8-4	199-204	ягоды	досада[8]	
8-5	204-205	,	досада[8]	
8-6	206-212	вместе	досада[8]	
8-7	213-214	с	досада[8]	
8-8	215-220	пылью	досада[8]	
8-9	220-221	.	_	

#Text=Моя дорогая, я не так далеко.
9-1	223-226	Моя	любовь[9]	
9-2	227-234	дорогая	любовь[9]	
9-3	234-235	,	любовь[9]	
9-4	236-237	я	любовь[9]	
9-5	238-240	не	любовь[9]	
9-6	241-244	так	любовь[9]	
9-7	245-251	далеко	любовь[9]	
9-8	251-252	.	_	

#Text=Ты можешь убить меня не обнимая.
10-1	254-256	Ты	покорность[10]	
10-2	257-263	можешь	покорность[10]	
10-3	264-269	убить	покорность[10]	
10-4	270-274	меня	покорность[10]	
10-5	275-277	не	покорность[10]	
10-6	278-285	обнимая	покорность[10]	
10-7	285-286	.	_	

#Text=Моя дорогая…\r
#Text=\r
#Text=Горький кофе к утру.
11-1	288-291	Моя	любовь[11]	
11-2	292-299	дорогая	любовь[11]	
11-3	299-300	…	_	
11-4	304-311	Горький	неудовольствие[12]	
11-5	312-316	кофе	неудовольствие[12]	
11-6	317-318	к	неудовольствие[12]	
11-7	319-323	утру	неудовольствие[12]	
11-8	323-324	.	_	

#Text=Сносились глаза, как подковы.
12-1	326-335	Сносились	неудовольствие[13]	
12-2	336-341	глаза	неудовольствие[13]	
12-3	341-342	,	неудовольствие[13]	
12-4	343-346	как	неудовольствие[13]	
12-5	347-354	подковы	неудовольствие[13]	
12-6	354-355	.	_	

#Text=Не замечаю, как вру.
13-1	357-359	Не	отвращение[14]	
13-2	360-367	замечаю	отвращение[14]	
13-3	367-368	,	отвращение[14]	
13-4	369-372	как	отвращение[14]	
13-5	373-376	вру	отвращение[14]	
13-6	376-377	.	_	

#Text=Себе самому про кого-то другого.
14-1	379-383	Себе	презрение[15]	
14-2	384-390	самому	презрение[15]	
14-3	391-394	про	презрение[15]	
14-4	395-402	кого-то	презрение[15]	
14-5	403-410	другого	презрение[15]	
14-6	410-411	.	_	

#Text=Такого же в том же окне.
15-1	413-419	Такого	скука[16]	
15-2	420-422	же	скука[16]	
15-3	423-424	в	скука[16]	
15-4	425-428	том	скука[16]	
15-5	429-431	же	скука[16]	
15-6	432-436	окне	скука[16]	
15-7	436-437	.	_	

#Text=На тех же словах помешавшись поздно.
16-1	439-441	На	разочарование[17]	
16-2	442-445	тех	разочарование[17]	
16-3	446-448	же	разочарование[17]	
16-4	449-455	словах	разочарование[17]	
16-5	456-467	помешавшись	разочарование[17]	
16-6	468-474	поздно	разочарование[17]	
16-7	474-475	.	_	

#Text=Расковыряв в простыне небо.
17-1	477-487	Расковыряв	трепет[18]	
17-2	488-489	в	трепет[18]	
17-3	490-498	простыне	трепет[18]	
17-4	499-503	небо	трепет[18]	
17-5	503-504	.	_	

#Text=А в небе застывшие звезды…\r
#Text=Источник: txtsong.ru\r
#Text=\r
#Text=Моя дорогая, я не так далеко.
18-1	506-507	А	безмятежность[19]	
18-2	508-509	в	безмятежность[19]	
18-3	510-514	небе	безмятежность[19]	
18-4	515-524	застывшие	безмятежность[19]	
18-5	525-531	звезды	безмятежность[19]	
18-6	531-532	…	_	
18-7	534-542	Источник	_	
18-8	542-543	:	_	
18-9	544-554	txtsong.ru	_	
18-10	558-561	Моя	любовь[20]	
18-11	562-569	дорогая	любовь[20]	
18-12	569-570	,	любовь[20]	
18-13	571-572	я	любовь[20]	
18-14	573-575	не	любовь[20]	
18-15	576-579	так	любовь[20]	
18-16	580-586	далеко	любовь[20]	
18-17	586-587	.	_	

#Text=Ты можешь убить меня не обнимая.
19-1	589-591	Ты	покорность[21]	
19-2	592-598	можешь	покорность[21]	
19-3	599-604	убить	покорность[21]	
19-4	605-609	меня	покорность[21]	
19-5	610-612	не	покорность[21]	
19-6	613-620	обнимая	покорность[21]	
19-7	620-621	.	_	

#Text=Моя дорогая…\r
#Text=\r
#Text=Тонкая площадь руки.
20-1	623-626	Моя	любовь[22]	
20-2	627-634	дорогая	любовь[22]	
20-3	634-635	…	_	
20-4	639-645	Тонкая	безмятежность[23]	
20-5	646-653	площадь	безмятежность[23]	
20-6	654-658	руки	безмятежность[23]	
20-7	658-659	.	_	

#Text=В ней сырость трамвайных колец.
21-1	661-662	В	неудовольствие[24]	
21-2	663-666	ней	неудовольствие[24]	
21-3	667-674	сырость	неудовольствие[24]	
21-4	675-685	трамвайных	неудовольствие[24]	
21-5	686-691	колец	неудовольствие[24]	
21-6	691-692	.	_	

#Text=Я хотел бы с другой ноги.
22-1	694-695	Я	разочарование[25]	
22-2	696-701	хотел	разочарование[25]	
22-3	702-704	бы	разочарование[25]	
22-4	705-706	с	разочарование[25]	
22-5	707-713	другой	разочарование[25]	
22-6	714-718	ноги	разочарование[25]	
22-7	718-719	.	_	

#Text=Пройти этот путь из начала в конец.
23-1	721-727	Пройти	раскаяние[26]	
23-2	728-732	этот	раскаяние[26]	
23-3	733-737	путь	раскаяние[26]	
23-4	738-740	из	раскаяние[26]	
23-5	741-747	начала	раскаяние[26]	
23-6	748-749	в	раскаяние[26]	
23-7	750-755	конец	раскаяние[26]	
23-8	755-756	.	_	

#Text=Прямо по линии жизни.
24-1	758-763	Прямо	безмятежность[27]	
24-2	764-766	по	безмятежность[27]	
24-3	767-772	линии	безмятежность[27]	
24-4	773-778	жизни	безмятежность[27]	
24-5	778-779	.	_	

#Text=Вдоль серых промокших домов тетрадных.
25-1	781-786	Вдоль	неудовольствие[28]	
25-2	787-792	серых	неудовольствие[28]	
25-3	793-802	промокших	неудовольствие[28]	
25-4	803-808	домов	неудовольствие[28]	
25-5	809-818	тетрадных	неудовольствие[28]	
25-6	818-819	.	_	

#Text=Что бы не выдумать лишний.
26-1	821-824	Что	неудовольствие[29]	
26-2	825-827	бы	неудовольствие[29]	
26-3	828-830	не	неудовольствие[29]	
26-4	831-839	выдумать	неудовольствие[29]	
26-5	840-846	лишний	неудовольствие[29]	
26-6	846-847	.	_	

#Text=Сомнительный повод вернуться обратно.
27-1	849-861	Сомнительный	разочарование[30]	
27-2	862-867	повод	разочарование[30]	
27-3	868-877	вернуться	разочарование[30]	
27-4	878-885	обратно	разочарование[30]	
27-5	885-886	.	_	

#Text=Моя дорогая, я не так далеко.
28-1	890-893	Моя	любовь[31]	
28-2	894-901	дорогая	любовь[31]	
28-3	901-902	,	любовь[31]	
28-4	903-904	я	любовь[31]	
28-5	905-907	не	любовь[31]	
28-6	908-911	так	любовь[31]	
28-7	912-918	далеко	любовь[31]	
28-8	918-919	.	_	

#Text=Ты можешь убить меня, не обнимая.
29-1	921-923	Ты	покорность[32]	
29-2	924-930	можешь	покорность[32]	
29-3	931-936	убить	покорность[32]	
29-4	937-941	меня	покорность[32]	
29-5	941-942	,	покорность[32]	
29-6	943-945	не	покорность[32]	
29-7	946-953	обнимая	покорность[32]	
29-8	953-954	.	_	

#Text=Моя дорогая…\r
#Text=Я не так далеко.
30-1	956-959	Моя	любовь[33]	
30-2	960-967	дорогая	любовь[33]	
30-3	967-968	…	_	
30-4	970-971	Я	покорность[34]	
30-5	972-974	не	покорность[34]	
30-6	975-978	так	покорность[34]	
30-7	979-985	далеко	покорность[34]	
30-8	985-986	.	_	

#Text=Я не так далеко.
31-1	988-989	Я	покорность[35]	
31-2	990-992	не	покорность[35]	
31-3	993-996	так	покорность[35]	
31-4	997-1003	далеко	покорность[35]	
31-5	1003-1004	.	_	

#Text=Я не так далеко.
32-1	1006-1007	Я	покорность[36]	
32-2	1008-1010	не	покорность[36]	
32-3	1011-1014	так	покорность[36]	
32-4	1015-1021	далеко	покорность[36]	
32-5	1021-1022	.	_	

#Text=Я не так далеко …\r
#Text=Я не так далеко.
33-1	1024-1025	Я	покорность[37]	
33-2	1026-1028	не	покорность[37]	
33-3	1029-1032	так	покорность[37]	
33-4	1033-1039	далеко	покорность[37]	
33-5	1040-1041	…	_	
33-6	1043-1044	Я	покорность[38]	
33-7	1045-1047	не	покорность[38]	
33-8	1048-1051	так	покорность[38]	
33-9	1052-1058	далеко	покорность[38]	
33-10	1058-1059	.	_	
