ID,READER,BOOK ID,token_id,start,end,label,temp,wpm,speaker's gender,source_file
198,19,121,0,0.0,1.965,tense,slow,1.0178117048346056,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0000.wav
198,19,121,1,0.0,11.765,tense,slow,1.3599660008499788,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0001.wav
198,19,121,2,0.0,10.795,reflective,fast,2.686428902269569,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0002.wav
198,19,121,3,0.0,15.48,melancholic,slow,1.4857881136950903,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0003.wav
198,19,121,4,0.0,12.99,calm,norm,1.6936104695919938,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0004.wav
198,19,121,5,0.0,14.39,reflective,slow,1.18137595552467,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0005.wav
198,19,121,6,0.0,13.005,tense,norm,1.691657054978854,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0006.wav
198,19,121,7,0.0,14.16,reflective,slow,0.847457627118644,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0007.wav
198,19,121,8,0.0,2.86,calm,norm,2.097902097902098,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0008.wav
198,19,121,9,0.0,14.805,tense,slow,0.4052684903748733,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0009.wav
198,19,121,10,0.0,12.6,melancholic,norm,1.9047619047619049,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0010.wav
198,19,121,11,0.0,13.945,tense,slow,1.0756543564001435,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0011.wav
198,19,121,12,0.0,12.655,emotional,slow,0.4741209008297116,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0012.wav
198,19,121,13,0.0,15.0,tense,slow,0.9333333333333332,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0013.wav
198,19,121,14,0.0,15.57,emotional,slow,1.0918432883750802,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0014.wav
198,19,121,15,0.0,14.915,melancholic,slow,1.0727455581629233,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0015.wav
198,19,121,16,0.0,15.395,tense,slow,1.364079246508607,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0016.wav
198,19,121,17,0.0,15.64,tense,norm,1.5345268542199488,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0017.wav
198,19,121,18,0.0,13.65,calm,slow,0.7326007326007326,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0018.wav
198,19,121,19,0.0,13.01,emotional,slow,1.4604150653343582,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0019.wav
198,19,121,20,0.0,12.795,melancholic,slow,0.5470887065259867,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0020.wav
198,19,121,21,0.0,16.29,calm,slow,0.5524861878453039,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0021.wav
198,19,121,22,0.0,14.275,calm,slow,0.7705779334500875,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0022.wav
198,19,121,23,0.0,14.37,emotional,slow,0.6958942240779402,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0023.wav
198,19,121,24,0.0,15.66,calm,slow,1.3409961685823757,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0024.wav
198,19,121,25,0.0,14.95,reflective,slow,1.0702341137123743,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0025.wav
198,19,121,26,0.0,13.47,emotional,slow,1.11358574610245,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0026.wav
198,19,121,27,0.0,13.95,calm,norm,2.1505376344086025,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0027.wav
198,19,121,28,0.0,14.48,melancholic,slow,0.5524861878453039,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0028.wav
198,19,121,29,0.0,14.675,melancholic,slow,1.362862010221465,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0029.wav
198,19,121,30,0.0,11.615,melancholic,slow,1.1192423590185103,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0030.wav
198,19,121,31,0.0,13.215,emotional,slow,0.9080590238365494,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0031.wav
198,19,121,32,0.0,14.735,reflective,norm,1.6966406515100103,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0032.wav
198,19,121,33,0.0,14.305,emotional,slow,1.328206920657113,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0033.wav
198,19,121,34,0.0,16.625,emotional,norm,1.6842105263157894,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0034.wav
198,19,121,35,0.0,14.825,melancholic,slow,1.2816188870151772,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0035.wav
198,19,121,36,0.0,15.85,emotional,slow,0.4416403785488959,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0036.wav
198,19,121,37,0.0,4.24,tense,fast,2.594339622641509,female,train-clean-100/LibriSpeech/train-clean-100\19\198\19-198-0037.wav
209,198,121,0,0.0,13.91,melancholic,slow,1.294027255449068,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0000.wav
209,198,121,1,0.0,13.7,reflective,slow,1.3138686131386863,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0001.wav
209,198,121,2,0.0,14.825,calm,slow,0.8768971332209107,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0002.wav
209,198,121,3,0.0,15.38,melancholic,slow,0.7802340702210663,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0003.wav
209,198,121,4,0.0,15.155,tense,slow,1.187726822830749,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0004.wav
209,198,121,5,0.0,6.27,tense,fast,3.668261562998405,female,train-clean-100/LibriSpeech/train-clean-100\198\209\198-209-0005.wav
