#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Одинокая птица ты летишь высоко В антрацитовом небе безлунных ночей, Повергая в смятенье бродяг и собак Красотой и размахом крылатых плечей У тебя нет птенцов, у тебя нет гнезда.
1-1	0-8	Одинокая	безмятежность[1]	
1-2	9-14	птица	безмятежность[1]	
1-3	15-17	ты	безмятежность[1]	
1-4	18-24	летишь	безмятежность[1]	
1-5	25-31	высоко	безмятежность[1]	
1-6	32-33	В	печаль[2]	
1-7	34-46	антрацитовом	печаль[2]	
1-8	47-51	небе	печаль[2]	
1-9	52-61	безлунных	печаль[2]	
1-10	62-67	ночей	печаль[2]	
1-11	67-68	,	_	
1-12	69-77	Повергая	трепет[3]	
1-13	78-79	в	трепет[3]	
1-14	80-88	смятенье	трепет[3]	
1-15	89-95	бродяг	трепет[3]	
1-16	96-97	и	трепет[3]	
1-17	98-103	собак	трепет[3]	
1-18	104-112	Красотой	восхищение[4]	
1-19	113-114	и	восхищение[4]	
1-20	115-123	размахом	восхищение[4]	
1-21	124-132	крылатых	восхищение[4]	
1-22	133-139	плечей	восхищение[4]	
1-23	140-141	У	печаль[5]	
1-24	142-146	тебя	печаль[5]	
1-25	147-150	нет	печаль[5]	
1-26	151-158	птенцов	печаль[5]	
1-27	158-159	,	_	
1-28	160-161	у	печаль[6]	
1-29	162-166	тебя	печаль[6]	
1-30	167-170	нет	печаль[6]	
1-31	171-177	гнезда	печаль[6]	
1-32	177-178	.	_	

#Text=Тебя манит незримая миру звезда.
2-1	179-183	Тебя	восхищение[7]	
2-2	184-189	манит	восхищение[7]	
2-3	190-198	незримая	восхищение[7]	
2-4	199-203	миру	восхищение[7]	
2-5	204-210	звезда	восхищение[7]	
2-6	210-211	.	_	

#Text=А в глазах у тебя неземная печаль.
3-1	212-213	А	грусть[8]	
3-2	214-215	в	грусть[8]	
3-3	216-222	глазах	грусть[8]	
3-4	223-224	у	грусть[8]	
3-5	225-229	тебя	грусть[8]	
3-6	230-238	неземная	грусть[8]	
3-7	239-245	печаль	грусть[8]	
3-8	245-246	.	_	

#Text=Ты сильная птица но мне тебя жаль.
4-1	247-249	Ты	восхищение[9]	
4-2	250-257	сильная	восхищение[9]	
4-3	258-263	птица	восхищение[9]	
4-4	264-266	но	досада[10]	
4-5	267-270	мне	досада[10]	
4-6	271-275	тебя	досада[10]	
4-7	276-280	жаль	досада[10]	
4-8	280-281	.	_	

#Text=Припев: Одинокая птица ты летаешь высоко И лишь безумец был способен так влюбиться За тобою вслед подняться, За тобою вслед подняться Чтобы вместе нам с тобой Разбиться С тобою вместе С тобою вместе С тобою вместе С тобою вместе Черный ангел печали, давай отдохнем, Посидим на ветвях, помолчим в тишине.
5-1	282-288	Припев	_	
5-2	288-289	:	_	
5-3	290-298	Одинокая	безмятежность[11]	
5-4	299-304	птица	безмятежность[11]	
5-5	305-307	ты	безмятежность[11]	
5-6	308-315	летаешь	безмятежность[11]	
5-7	316-322	высоко	безмятежность[11]	
5-8	323-324	И	изумление[12]	
5-9	325-329	лишь	изумление[12]	
5-10	330-337	безумец	изумление[12]	
5-11	338-341	был	изумление[12]	
5-12	342-350	способен	изумление[12]	
5-13	351-354	так	изумление[12]	
5-14	355-364	влюбиться	изумление[12]	
5-15	365-367	За	покорность[13]	
5-16	368-373	тобою	покорность[13]	
5-17	374-379	вслед	покорность[13]	
5-18	380-389	подняться	покорность[13]	
5-19	389-390	,	_	
5-20	391-393	За	покорность[14]	
5-21	394-399	тобою	покорность[14]	
5-22	400-405	вслед	покорность[14]	
5-23	406-415	подняться	покорность[14]	
5-24	416-421	Чтобы	любовь[15]	
5-25	422-428	вместе	любовь[15]	
5-26	429-432	нам	любовь[15]	
5-27	433-434	с	любовь[15]	
5-28	435-440	тобой	любовь[15]	
5-29	441-450	Разбиться	покорность	
5-30	451-452	С	любовь[16]	
5-31	453-458	тобою	любовь[16]	
5-32	459-465	вместе	любовь[16]	
5-33	466-467	С	любовь[17]	
5-34	468-473	тобою	любовь[17]	
5-35	474-480	вместе	любовь[17]	
5-36	481-482	С	любовь[18]	
5-37	483-488	тобою	любовь[18]	
5-38	489-495	вместе	любовь[18]	
5-39	496-497	С	любовь[19]	
5-40	498-503	тобою	любовь[19]	
5-41	504-510	вместе	любовь[19]	
5-42	511-517	Черный	горе[20]	
5-43	518-523	ангел	горе[20]	
5-44	524-530	печали	горе[20]	
5-45	530-531	,	_	
5-46	532-537	давай	безмятежность[21]	
5-47	538-546	отдохнем	безмятежность[21]	
5-48	546-547	,	_	
5-49	548-555	Посидим	безмятежность[22]	
5-50	556-558	на	безмятежность[22]	
5-51	559-565	ветвях	безмятежность[22]	
5-52	565-566	,	безмятежность[22]	
5-53	567-575	помолчим	безмятежность[22]	
5-54	576-577	в	безмятежность[22]	
5-55	578-584	тишине	безмятежность[22]	
5-56	584-585	.	_	

#Text=Что на небе такого, что стоит того, Чтобы рухнуть на камни тебе или мне.
6-1	586-589	Что	интерес[23]	
6-2	590-592	на	интерес[23]	
6-3	593-597	небе	интерес[23]	
