#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=Common cuckoo\r
#Text=\r
#Text=The cuckoo, common cuckoo, European cuckoo or Eurasian cuckoo is a member of the cuckoo order of birds, Cuculiformes, which includes the roadrunners, the anis and the coucals.
1-1	0-6	Common	_	_	_	
1-2	7-13	cuckoo	_	_	_	
1-3	17-20	The	_	_	_	
1-4	21-27	cuckoo	_	_	_	
1-5	27-28	,	_	_	_	
1-6	29-35	common	Cuculus canorus[1]	BIRD\_SPECIES[1]	SP005[1]	
1-7	36-42	cuckoo	Cuculus canorus[1]	BIRD\_SPECIES[1]	SP005[1]	
1-8	42-43	,	_	_	_	
1-9	44-52	European	Cuculus canorus[2]	BIRD\_SPECIES[2]	SP005[2]	
1-10	53-59	cuckoo	Cuculus canorus[2]	BIRD\_SPECIES[2]	SP005[2]	
1-11	60-62	or	_	_	_	
1-12	63-71	Eurasian	Cuculus canorus[3]	BIRD\_SPECIES[3]	SP005[3]	
1-13	72-78	cuckoo	Cuculus canorus[3]	BIRD\_SPECIES[3]	SP005[3]	
1-14	79-81	is	_	_	_	
1-15	82-83	a	_	_	_	
1-16	84-90	member	_	_	_	
1-17	91-93	of	_	_	_	
1-18	94-97	the	_	_	_	
1-19	98-104	cuckoo	*[4]	BEHAVIOR[4]	*[4]	
1-20	105-110	order	*[4]	BEHAVIOR[4]	*[4]	
1-21	111-113	of	*[4]	BEHAVIOR[4]	*[4]	
1-22	114-119	birds	*[4]	BEHAVIOR[4]	*[4]	
1-23	119-120	,	_	_	_	
1-24	121-133	Cuculiformes	_	_	_	
1-25	133-134	,	_	_	_	
1-26	135-140	which	_	_	_	
1-27	141-149	includes	_	_	_	
1-28	150-153	the	_	_	_	
1-29	154-165	roadrunners	_	_	_	
1-30	165-166	,	_	_	_	
1-31	167-170	the	_	_	_	
1-32	171-175	anis	_	_	_	
1-33	176-179	and	_	_	_	
1-34	180-183	the	_	_	_	
1-35	184-191	coucals	_	_	_	
1-36	191-192	.	_	_	_	
