#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=Song thrush\r
#Text=\r
#Text=The song thrush is a thrush that breeds across the West Palearctic.
1-1	0-4	Song	_	_	_	
1-2	5-11	thrush	_	_	_	
1-3	15-18	The	_	_	_	
1-4	19-23	song	Turdus philomelos[1]	BIRD\_SPECIES[1]	SP010[1]	
1-5	24-30	thrush	Turdus philomelos[1]	BIRD\_SPECIES[1]	SP010[1]	
1-6	31-33	is	_	_	_	
1-7	34-35	a	_	_	_	
1-8	36-42	thrush	_	_	_	
1-9	43-47	that	_	_	_	
1-10	48-54	breeds	*[2]	BEHAVIOR[2]	*[2]	
1-11	55-61	across	*[2]	BEHAVIOR[2]	*[2]	
1-12	62-65	the	*[2]	BEHAVIOR[2]	*[2]	
1-13	66-70	West	*[3]	HABITAT[3]	*[3]	
1-14	71-81	Palearctic	*[3]	HABITAT[3]	*[3]	
1-15	81-82	.	_	_	_	

#Text=It has brown upperparts and black-spotted cream or buff underparts and has four recognised subspecies.
2-1	83-85	It	_	_	_	
2-2	86-89	has	_	_	_	
2-3	90-95	brown	*[4]	COLOR\_FEATURE[4]	*[4]	
2-4	96-106	upperparts	*[4]	COLOR\_FEATURE[4]	*[4]	
2-5	107-110	and	_	_	_	
2-6	111-124	black-spotted	*[5]	COLOR\_FEATURE[5]	*[5]	
2-7	125-130	cream	*[5]	COLOR\_FEATURE[5]	*[5]	
2-8	131-133	or	*[5]	COLOR\_FEATURE[5]	*[5]	
2-9	134-138	buff	*[5]	COLOR\_FEATURE[5]	*[5]	
2-10	139-149	underparts	*[5]	COLOR\_FEATURE[5]	*[5]	
2-11	150-153	and	_	_	_	
2-12	154-157	has	_	_	_	
2-13	158-162	four	_	_	_	
2-14	163-173	recognised	_	_	_	
2-15	174-184	subspecies	_	_	_	
2-16	184-185	.	_	_	_	

#Text=Its distinctive song, which features repeated musical phrases, has frequently been referenced in poetry.
3-1	186-189	Its	_	_	_	
3-2	190-201	distinctive	*[6]	VOCALIZATION[6]	*[6]	
3-3	202-206	song	*[6]	VOCALIZATION[6]	*[6]	
3-4	206-207	,	_	_	_	
3-5	208-213	which	_	_	_	
3-6	214-222	features	_	_	_	
3-7	223-231	repeated	*[7]	VOCALIZATION[7]	*[7]	
3-8	232-239	musical	*[7]	VOCALIZATION[7]	*[7]	
3-9	240-247	phrases	*[7]	VOCALIZATION[7]	*[7]	
3-10	247-248	,	_	_	_	
3-11	249-252	has	_	_	_	
3-12	253-263	frequently	_	_	_	
3-13	264-268	been	_	_	_	
3-14	269-279	referenced	_	_	_	
3-15	280-282	in	_	_	_	
3-16	283-289	poetry	_	_	_	
3-17	289-290	.	_	_	_	
