#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=House sparrow\r
#Text=\r
#Text=The house sparrow is a bird of the sparrow family Passeridae, found in most parts of the world.
1-1	0-5	House	_	_	_	
1-2	6-13	sparrow	_	_	_	
1-3	17-20	The	_	_	_	
1-4	21-26	house	Passer domesticus[1]	BIRD\_SPECIES[1]	SP001[1]	
1-5	27-34	sparrow	Passer domesticus[1]	BIRD\_SPECIES[1]	SP001[1]	
1-6	35-37	is	_	_	_	
1-7	38-39	a	_	_	_	
1-8	40-44	bird	_	_	_	
1-9	45-47	of	_	_	_	
1-10	48-51	the	_	_	_	
1-11	52-59	sparrow	_	_	_	
1-12	60-66	family	_	_	_	
1-13	67-77	Passeridae	_	_	_	
1-14	77-78	,	_	_	_	
1-15	79-84	found	_	_	_	
1-16	85-87	in	_	_	_	
1-17	88-92	most	_	_	_	
1-18	93-98	parts	_	_	_	
1-19	99-101	of	_	_	_	
1-20	102-105	the	_	_	_	
1-21	106-111	world	_	_	_	
1-22	111-112	.	_	_	_	

#Text=It is a small bird that has a typical length of 16 cm (6.3 in) and a mass of 24-39.5 g (0.85-1.39 oz).
2-1	113-115	It	_	_	_	
2-2	116-118	is	_	_	_	
2-3	119-120	a	_	_	_	
2-4	121-126	small	_	_	_	
2-5	127-131	bird	_	_	_	
2-6	132-136	that	_	_	_	
2-7	137-140	has	_	_	_	
2-8	141-142	a	_	_	_	
2-9	143-150	typical	_	_	_	
2-10	151-157	length	_	_	_	
2-11	158-160	of	_	_	_	
2-12	161-163	16	_	_	_	
2-13	164-166	cm	_	_	_	
2-14	167-168	(	_	_	_	
2-15	168-171	6.3	_	_	_	
2-16	172-174	in	_	_	_	
2-17	174-175	)	_	_	_	
2-18	176-179	and	_	_	_	
2-19	180-181	a	_	_	_	
2-20	182-186	mass	_	_	_	
2-21	187-189	of	_	_	_	
2-22	190-192	24	_	_	_	
2-23	192-193	-	_	_	_	
2-24	193-197	39.5	_	_	_	
2-25	198-199	g	_	_	_	
2-26	200-201	(	_	_	_	
2-27	201-205	0.85	_	_	_	
2-28	205-206	-	_	_	_	
2-29	206-210	1.39	_	_	_	
2-30	211-213	oz	_	_	_	
2-31	213-214	)	_	_	_	
2-32	214-215	.	_	_	_	

#Text=Females and young birds are coloured pale brown and grey, and males have brighter black, white, and brown markings.
3-1	216-223	Females	_	_	_	
3-2	224-227	and	_	_	_	
3-3	228-233	young	_	_	_	
