#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=Common starling\r
#Text=\r
#Text=The common starling, also known simply as the starling in Great Britain and Ireland, and as the European starling in North America, is a medium-sized passerine bird in the starling family, Sturnidae.
1-1	0-6	Common	_	_	_	
1-2	7-15	starling	_	_	_	
1-3	19-22	The	_	_	_	
1-4	23-29	common	Sturnus vulgaris[1]	BIRD\_SPECIES[1]	SP002[1]	
1-5	30-38	starling	Sturnus vulgaris[1]	BIRD\_SPECIES[1]	SP002[1]	
1-6	38-39	,	_	_	_	
1-7	40-44	also	_	_	_	
1-8	45-50	known	_	_	_	
1-9	51-57	simply	_	_	_	
1-10	58-60	as	_	_	_	
1-11	61-64	the	_	_	_	
1-12	65-73	starling	_	_	_	
1-13	74-76	in	_	_	_	
1-14	77-82	Great	*[2]	HABITAT[2]	*[2]	
1-15	83-90	Britain	*[2]	HABITAT[2]	*[2]	
1-16	91-94	and	*[2]	HABITAT[2]	*[2]	
1-17	95-102	Ireland	*[2]	HABITAT[2]	*[2]	
1-18	102-103	,	_	_	_	
1-19	104-107	and	_	_	_	
1-20	108-110	as	_	_	_	
1-21	111-114	the	_	_	_	
1-22	115-123	European	Sturnus vulgaris[3]	BIRD\_SPECIES[3]	SP002[3]	
1-23	124-132	starling	Sturnus vulgaris[3]	BIRD\_SPECIES[3]	SP002[3]	
1-24	133-135	in	_	_	_	
1-25	136-141	North	*[4]	HABITAT[4]	*[4]	
1-26	142-149	America	*[4]	HABITAT[4]	*[4]	
1-27	149-150	,	_	_	_	
1-28	151-153	is	_	_	_	
1-29	154-155	a	_	_	_	
1-30	156-168	medium-sized	_	_	_	
1-31	169-178	passerine	_	_	_	
1-32	179-183	bird	_	_	_	
1-33	184-186	in	_	_	_	
1-34	187-190	the	_	_	_	
1-35	191-199	starling	_	_	_	
1-36	200-206	family	_	_	_	
1-37	206-207	,	_	_	_	
1-38	208-217	Sturnidae	_	_	_	
1-39	217-218	.	_	_	_	

#Text=It is about 20 cm (8 in) long and has glossy black plumage with a metallic sheen, which is speckled with white at some times of the year.
2-1	219-221	It	_	_	_	
2-2	222-224	is	_	_	_	
2-3	225-230	about	_	_	_	
2-4	231-233	20	_	_	_	
2-5	234-236	cm	_	_	_	
2-6	237-238	(	_	_	_	
2-7	238-239	8	_	_	_	
2-8	240-242	in	_	_	_	
2-9	242-243	)	_	_	_	
2-10	244-248	long	_	_	_	
2-11	249-252	and	_	_	_	
2-12	253-256	has	_	_	_	
2-13	257-263	glossy	*[5]	COLOR\_FEATURE[5]	*[5]	
2-14	264-269	black	*[5]	COLOR\_FEATURE[5]	*[5]	
2-15	270-277	plumage	*[5]	COLOR\_FEATURE[5]	*[5]	
2-16	278-282	with	*[5]	COLOR\_FEATURE[5]	*[5]	
2-17	283-284	a	*[5]	COLOR\_FEATURE[5]	*[5]	
2-18	285-293	metallic	*[5]	COLOR\_FEATURE[5]	*[5]	
2-19	294-299	sheen	*[5]	COLOR\_FEATURE[5]	*[5]	
2-20	299-300	,	_	_	_	
2-21	301-306	which	_	_	_	
2-22	307-309	is	_	_	_	
2-23	310-318	speckled	*[6]	COLOR\_FEATURE[6]	*[6]	
2-24	319-323	with	*[6]	COLOR\_FEATURE[6]	*[6]	
2-25	324-329	white	*[6]	COLOR\_FEATURE[6]	*[6]	
2-26	330-332	at	_	_	_	
2-27	333-337	some	_	_	_	
2-28	338-343	times	_	_	_	
2-29	344-346	of	_	_	_	
2-30	347-350	the	_	_	_	
2-31	351-355	year	_	_	_	
2-32	355-356	.	_	_	_	

#Text=The legs are pink and the bill is black in winter and yellow in summer; young birds have browner plumage than the adults.
3-1	357-360	The	_	_	_	
3-2	361-365	legs	*[7]	COLOR\_FEATURE[7]	*[7]	
3-3	366-369	are	*[7]	COLOR\_FEATURE[7]	*[7]	
3-4	370-374	pink	*[7]	COLOR\_FEATURE[7]	*[7]	
3-5	375-378	and	_	_	_	
3-6	379-382	the	_	_	_	
3-7	383-387	bill	*[8]	COLOR\_FEATURE[8]	*[8]	
3-8	388-390	is	*[8]	COLOR\_FEATURE[8]	*[8]	
3-9	391-396	black	*[8]	COLOR\_FEATURE[8]	*[8]	
3-10	397-399	in	*[8]	COLOR\_FEATURE[8]	*[8]	
3-11	400-406	winter	*[8]	COLOR\_FEATURE[8]	*[8]	
3-12	407-410	and	*[8]	COLOR\_FEATURE[8]	*[8]	
3-13	411-417	yellow	*[8]	COLOR\_FEATURE[8]	*[8]	
3-14	418-420	in	*[8]	COLOR\_FEATURE[8]	*[8]	
3-15	421-427	summer	*[8]	COLOR\_FEATURE[8]	*[8]	
3-16	427-428	;	_	_	_	
3-17	429-434	young	_	_	_	
3-18	435-440	birds	_	_	_	
3-19	441-445	have	_	_	_	
3-20	446-453	browner	_	_	_	
3-21	454-461	plumage	_	_	_	
3-22	462-466	than	_	_	_	
3-23	467-470	the	_	_	_	
3-24	471-477	adults	_	_	_	
3-25	477-478	.	_	_	_	

#Text=Its gift for mimicry has been noted in literature including the Mabinogion and the works of Pliny the Elder and William Shakespeare.
4-1	479-482	Its	_	_	_	
4-2	483-487	gift	*[9]	VOCALIZATION[9]	*[9]	
4-3	488-491	for	*[9]	VOCALIZATION[9]	*[9]	
4-4	492-499	mimicry	*[9]	VOCALIZATION[9]	*[9]	
4-5	500-503	has	_	_	_	
4-6	504-508	been	_	_	_	
4-7	509-514	noted	_	_	_	
4-8	515-517	in	_	_	_	
4-9	518-528	literature	_	_	_	
4-10	529-538	including	_	_	_	
4-11	539-542	the	_	_	_	
4-12	543-553	Mabinogion	_	_	_	
4-13	554-557	and	_	_	_	
4-14	558-561	the	_	_	_	
4-15	562-567	works	_	_	_	
4-16	568-570	of	_	_	_	
4-17	571-576	Pliny	_	_	_	
4-18	577-580	the	_	_	_	
4-19	581-586	Elder	_	_	_	
4-20	587-590	and	_	_	_	
4-21	591-598	William	_	_	_	
4-22	599-610	Shakespeare	_	_	_	
4-23	610-611	.	_	_	_	
