#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.BirdNER|canonical_form|label|species_id


#Text=Hooded crow\r
#Text=\r
#Text=The hooded crow, also colloquially called just hoodie, is a Eurasian bird subspecies of the carrion crow in the genus Corvus.
1-1	0-6	Hooded	_	_	_	
1-2	7-11	crow	_	_	_	
1-3	15-18	The	_	_	_	
1-4	19-25	hooded	Corvus cornix[1]	BIRD\_SPECIES[1]	SP004[1]	
1-5	26-30	crow	Corvus cornix[1]	BIRD\_SPECIES[1]	SP004[1]	
1-6	30-31	,	_	_	_	
1-7	32-36	also	_	_	_	
1-8	37-49	colloquially	_	_	_	
1-9	50-56	called	_	_	_	
1-10	57-61	just	_	_	_	
1-11	62-68	hoodie	_	_	_	
1-12	68-69	,	_	_	_	
1-13	70-72	is	_	_	_	
1-14	73-74	a	_	_	_	
1-15	75-83	Eurasian	_	_	_	
1-16	84-88	bird	_	_	_	
1-17	89-99	subspecies	_	_	_	
1-18	100-102	of	_	_	_	
1-19	103-106	the	_	_	_	
1-20	107-114	carrion	_	_	_	
1-21	115-119	crow	_	_	_	
1-22	120-122	in	_	_	_	
1-23	123-126	the	_	_	_	
1-24	127-132	genus	_	_	_	
1-25	133-139	Corvus	_	_	_	
1-26	139-140	.	_	_	_	

#Text=Widely distributed, it is found across Northern, Eastern, and Southeastern Europe, as well as parts of the Middle East.
2-1	141-147	Widely	_	_	_	
2-2	148-159	distributed	_	_	_	
2-3	159-160	,	_	_	_	
2-4	161-163	it	_	_	_	
2-5	164-166	is	_	_	_	
2-6	167-172	found	_	_	_	
2-7	173-179	across	_	_	_	
2-8	180-188	Northern	*[2]	HABITAT[2]	*[2]	
2-9	188-189	,	*[2]	HABITAT[2]	*[2]	
2-10	190-197	Eastern	*[2]	HABITAT[2]	*[2]	
2-11	197-198	,	*[2]	HABITAT[2]	*[2]	
2-12	199-202	and	*[2]	HABITAT[2]	*[2]	
2-13	203-215	Southeastern	*[2]	HABITAT[2]	*[2]	
2-14	216-222	Europe	*[2]	HABITAT[2]	*[2]	
2-15	222-223	,	_	_	_	
2-16	224-226	as	_	_	_	
2-17	227-231	well	_	_	_	
2-18	232-234	as	_	_	_	
2-19	235-240	parts	_	_	_	
2-20	241-243	of	_	_	_	
2-21	244-247	the	*[3]	HABITAT[3]	*[3]	
2-22	248-254	Middle	*[3]	HABITAT[3]	*[3]	
2-23	255-259	East	*[3]	HABITAT[3]	*[3]	
2-24	259-260	.	_	_	_	

#Text=It is an ashy-grey bird with black head, throat, wings, tail, and thigh feathers, as well as a black bill, eyes, and feet.
3-1	261-263	It	_	_	_	
3-2	264-266	is	_	_	_	
3-3	267-269	an	_	_	_	
3-4	270-279	ashy-grey	*[4]	COLOR\_FEATURE[4]	*[4]	
3-5	280-284	bird	*[4]	COLOR\_FEATURE[4]	*[4]	
3-6	285-289	with	_	_	_	
3-7	290-295	black	*[5]	COLOR\_FEATURE[5]	*[5]	
3-8	296-300	head	*[5]	COLOR\_FEATURE[5]	*[5]	
3-9	300-301	,	*[5]	COLOR\_FEATURE[5]	*[5]	
3-10	302-308	throat	*[5]	COLOR\_FEATURE[5]	*[5]	
3-11	308-309	,	*[5]	COLOR\_FEATURE[5]	*[5]	
3-12	310-315	wings	*[5]	COLOR\_FEATURE[5]	*[5]	
3-13	315-316	,	*[5]	COLOR\_FEATURE[5]	*[5]	
3-14	317-321	tail	*[5]	COLOR\_FEATURE[5]	*[5]	
3-15	321-322	,	*[5]	COLOR\_FEATURE[5]	*[5]	
3-16	323-326	and	*[5]	COLOR\_FEATURE[5]	*[5]	
3-17	327-332	thigh	*[5]	COLOR\_FEATURE[5]	*[5]	
3-18	333-341	feathers	*[5]	COLOR\_FEATURE[5]	*[5]	
3-19	341-342	,	_	_	_	
3-20	343-345	as	_	_	_	
3-21	346-350	well	_	_	_	
3-22	351-353	as	_	_	_	
3-23	354-355	a	_	_	_	
3-24	356-361	black	*[6]	COLOR\_FEATURE[6]	*[6]	
3-25	362-366	bill	*[6]	COLOR\_FEATURE[6]	*[6]	
3-26	366-367	,	*[6]	COLOR\_FEATURE[6]	*[6]	
3-27	368-372	eyes	*[6]	COLOR\_FEATURE[6]	*[6]	
3-28	372-373	,	*[6]	COLOR\_FEATURE[6]	*[6]	
3-29	374-377	and	*[6]	COLOR\_FEATURE[6]	*[6]	
3-30	378-382	feet	*[6]	COLOR\_FEATURE[6]	*[6]	
3-31	382-383	.	_	_	_	

#Text=Like other corvids, it is an omnivorous and opportunistic forager and feeder.
4-1	384-388	Like	_	_	_	
4-2	389-394	other	_	_	_	
4-3	395-402	corvids	_	_	_	
4-4	402-403	,	_	_	_	
4-5	404-406	it	_	_	_	
4-6	407-409	is	_	_	_	
4-7	410-412	an	_	_	_	
4-8	413-423	omnivorous	*	BEHAVIOR	*	
4-9	424-427	and	_	_	_	
4-10	428-441	opportunistic	*[7]	BEHAVIOR[7]	*[7]	
4-11	442-449	forager	*[7]	BEHAVIOR[7]	*[7]	
4-12	450-453	and	*[7]	BEHAVIOR[7]	*[7]	
4-13	454-460	feeder	*[7]	BEHAVIOR[7]	*[7]	
4-14	460-461	.	_	_	_	
