#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Легкий ветер встреч познакомил нас весной.
1-1	0-6	Легкий	безмятежность[1]	
1-2	7-12	ветер	безмятежность[1]	
1-3	13-19	встреч	безмятежность[1]	
1-4	20-30	познакомил	безмятежность[1]	
1-5	31-34	нас	безмятежность[1]	
1-6	35-41	весной	безмятежность[1]	
1-7	41-42	.	_	

#Text=Нежный поцелуй, я попал в твои сети.
2-1	43-49	Нежный	любовь[2]	
2-2	50-57	поцелуй	любовь[2]	
2-3	57-58	,	_	
2-4	59-60	я	покорность[3]	
2-5	61-66	попал	покорность[3]	
2-6	67-68	в	покорность[3]	
2-7	69-73	твои	покорность[3]	
2-8	74-78	сети	покорность[3]	
2-9	78-79	.	_	

#Text=Ты мне сказала: «Может быть», не могу тебя забыть, Я за ночь с тобой отдам все на свете.
3-1	80-82	Ты	трепет[4]	
3-2	83-86	мне	трепет[4]	
3-3	87-94	сказала	трепет[4]	
3-4	94-95	:	трепет[4]	
3-5	96-97	«	трепет[4]	
3-6	97-102	Может	трепет[4]	
3-7	103-107	быть	трепет[4]	
3-8	107-108	»	трепет[4]	
3-9	108-109	,	_	
3-10	110-112	не	покорность[5]	
3-11	113-117	могу	покорность[5]	
3-12	118-122	тебя	покорность[5]	
3-13	123-129	забыть	покорность[5]	
3-14	129-130	,	_	
3-15	131-132	Я	любовь[6]	
3-16	133-135	за	любовь[6]	
3-17	136-140	ночь	любовь[6]	
3-18	141-142	с	любовь[6]	
3-19	143-148	тобой	любовь[6]	
3-20	149-154	отдам	любовь[6]	
3-21	155-158	все	любовь[6]	
3-22	159-161	на	любовь[6]	
3-23	162-167	свете	любовь[6]	
3-24	167-168	.	_	

#Text=Ты уйдешь, но приходит злая ночь, Ты её признайся дочь, что ты делаешь со мной?
4-1	169-171	Ты	страх[7]	
4-2	172-178	уйдешь	страх[7]	
4-3	178-179	,	страх[7]	
4-4	180-182	но	страх[7]	
4-5	183-191	приходит	страх[7]	
4-6	192-196	злая	страх[7]	
4-7	197-201	ночь	страх[7]	
4-8	201-202	,	_	
4-9	203-205	Ты	тревога[8]	
4-10	206-208	её	тревога[8]	
4-11	209-218	признайся	тревога[8]	
4-12	219-223	дочь	тревога[8]	
4-13	223-224	,	тревога[8]	
4-14	225-228	что	тревога[8]	
4-15	229-231	ты	тревога[8]	
4-16	232-239	делаешь	тревога[8]	
4-17	240-242	со	тревога[8]	
4-18	243-247	мной	тревога[8]	
