#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue


#Text=Белый снег, серый лед, на растрескавшейся земле.
1-1	0-5	Белый	оптимизм[1]	
1-2	6-10	снег	оптимизм[1]	
1-3	10-11	,	_	
1-4	12-17	серый	скука[2]	
1-5	18-21	лед	скука[2]	
1-6	21-22	,	_	
1-7	23-25	на	_	
1-8	26-41	растрескавшейся	печаль[3]	
1-9	42-47	земле	печаль[3]	
1-10	47-48	.	_	

#Text=Одеялом лоскутным на ней – город в дорожной петле.
2-1	49-56	Одеялом	безмятежность[4]	
2-2	57-66	лоскутным	безмятежность[4]	
2-3	67-69	на	безмятежность[4]	
2-4	70-73	ней	безмятежность[4]	
2-5	74-75	–	_	
2-6	76-81	город	печаль[5]	
2-7	82-83	в	печаль[5]	
2-8	84-92	дорожной	печаль[5]	
2-9	93-98	петле	печаль[5]	
2-10	98-99	.	_	

#Text=А над городом плывут облака, закрывая небесный свет.
3-1	100-101	А	_	
3-2	102-105	над	безмятежность[6]	
3-3	106-113	городом	безмятежность[6]	
3-4	114-120	плывут	безмятежность[6]	
3-5	121-127	облака	безмятежность[6]	
3-6	127-128	,	_	
3-7	129-137	закрывая	разочарование[7]	
3-8	138-146	небесный	разочарование[7]	
3-9	147-151	свет	разочарование[7]	
3-10	151-152	.	_	

#Text=А над городом – желтый дым, городу две тысячи лет, Прожитых под светом Звезды по имени Солнце… И две тысячи лет – война, война без особых причин.
4-1	153-154	А	_	
4-2	155-158	над	отвращение[8]	
4-3	159-166	городом	отвращение[8]	
4-4	167-168	–	отвращение[8]	
4-5	169-175	желтый	отвращение[8]	
4-6	176-179	дым	отвращение[8]	
4-7	179-180	,	_	
4-8	181-187	городу	_	
4-9	188-191	две	_	
4-10	192-198	тысячи	_	
4-11	199-202	лет	_	
4-12	202-203	,	_	
4-13	204-212	Прожитых	безмятежность[9]	
4-14	213-216	под	безмятежность[9]	
4-15	217-223	светом	безмятежность[9]	
4-16	224-230	Звезды	безмятежность[9]	
4-17	231-233	по	безмятежность[9]	
4-18	234-239	имени	безмятежность[9]	
4-19	240-246	Солнце	безмятежность[9]	
4-20	246-247	…	_	
4-21	248-249	И	_	
4-22	250-253	две	горе[10]	
4-23	254-260	тысячи	горе[10]	
4-24	261-264	лет	горе[10]	
4-25	265-266	–	горе[10]	
4-26	267-272	война	горе[10]	
4-27	272-273	,	_	
4-28	274-279	война	досада[11]	
4-29	280-283	без	досада[11]	
4-30	284-290	особых	досада[11]	
4-31	291-297	причин	досада[11]	
4-32	297-298	.	_	

#Text=Война – дело молодых, лекарство против морщин.
5-1	299-304	Война	презрение[12]	
5-2	305-306	–	презрение[12]	
5-3	307-311	дело	презрение[12]	
5-4	312-319	молодых	презрение[12]	
5-5	319-320	,	_	
5-6	321-330	лекарство	раскаяние[13]	
5-7	331-337	против	раскаяние[13]	
5-8	338-344	морщин	раскаяние[13]	
5-9	344-345	.	_	

#Text=Красная, красная кровь – через час уже просто земля, Через два на ней цветы и трава, через три она снова жива И согрета лучами Звезды по имени Солнце… И мы знаем, что так было всегда, что Судьбою больше любим, Кто живет по законам другим и кому умирать молодым.
6-1	346-353	Красная	страх[14]	
6-2	353-354	,	страх[14]	
6-3	355-362	красная	страх[14]	
6-4	363-368	кровь	страх[14]	
6-5	369-370	–	_	
6-6	371-376	через	раскаяние[15]	
6-7	377-380	час	раскаяние[15]	
6-8	381-384	уже	раскаяние[15]	
6-9	385-391	просто	раскаяние[15]	
6-10	392-397	земля	раскаяние[15]	
6-11	397-398	,	_	
6-12	399-404	Через	безмятежность[16]	
6-13	405-408	два	безмятежность[16]	
6-14	409-411	на	безмятежность[16]	
6-15	412-415	ней	безмятежность[16]	
6-16	416-421	цветы	безмятежность[16]	
6-17	422-423	и	безмятежность[16]	
6-18	424-429	трава	безмятежность[16]	
6-19	429-430	,	_	
6-20	431-436	через	оптимизм[17]	
6-21	437-440	три	оптимизм[17]	
6-22	441-444	она	оптимизм[17]	
6-23	445-450	снова	оптимизм[17]	
6-24	451-455	жива	оптимизм[17]	
6-25	456-457	И	_	
6-26	458-465	согрета	оптимизм[18]	
6-27	466-472	лучами	оптимизм[18]	
6-28	473-479	Звезды	оптимизм[18]	
6-29	480-482	по	оптимизм[18]	
6-30	483-488	имени	оптимизм[18]	
6-31	489-495	Солнце	оптимизм[18]	
6-32	495-496	…	_	
6-33	497-498	И	_	
6-34	499-501	мы	_	
6-35	502-507	знаем	_	
6-36	507-508	,	_	
6-37	509-512	что	_	
6-38	513-516	так	печаль[19]	
6-39	517-521	было	печаль[19]	
6-40	522-528	всегда	печаль[19]	
6-41	528-529	,	_	
6-42	530-533	что	_	
6-43	534-541	Судьбою	грусть[20]	
6-44	542-548	больше	грусть[20]	
6-45	549-554	любим	грусть[20]	
6-46	554-555	,	_	
6-47	556-559	Кто	отвращение[21]	
6-48	560-565	живет	отвращение[21]	
6-49	566-568	по	отвращение[21]	
6-50	569-576	законам	отвращение[21]	
6-51	577-583	другим	отвращение[21]	
6-52	584-585	и	отвращение[21]	
6-53	586-590	кому	отвращение[21]	
6-54	591-598	умирать	отвращение[21]	
6-55	599-606	молодым	отвращение[21]	
6-56	606-607	.	_	

#Text=Он не помнит слово “да” и слово “нет”, он не помнит ни чинов, ни имен.
7-1	608-610	Он	тревога[22]	
7-2	611-613	не	тревога[22]	
7-3	614-620	помнит	тревога[22]	
7-4	621-626	слово	тревога[22]	
7-5	627-628	“	тревога[22]	
7-6	628-630	да	тревога[22]	
